condition,listing_type_id,price,buying_mode,status,initial_quantity,available_quantity,free_shipping,shipping_mode,non_mp_pay_count
1,bronze,3200.0,1,0,1,1,False,3,0
1,bronze,400.0,1,0,1,1,False,3,2
1,bronze,390.0,1,0,1,1,False,3,2
0,bronze,219.0,1,0,1,1,False,3,0
1,bronze,1500.0,1,0,1,1,False,2,3
1,free,22.0,1,0,1,1,False,2,3
0,bronze,105.0,1,0,3,3,False,2,3
1,bronze,39000.0,1,0,1,1,False,3,1
1,free,5400.0,1,0,1,1,False,3,1
1,free,80.0,1,0,1,1,False,2,2
1,bronze,319.0,1,0,1,1,False,3,1
1,bronze,30.0,1,0,16,16,False,2,3
1,free,380.0,1,0,1,1,False,3,0
1,bronze,5900.0,1,0,1,1,False,3,2
1,bronze,200.0,1,0,1,1,False,2,0
1,free,99.0,1,0,1,1,False,2,2
1,bronze,9500.0,1,0,1,1,False,3,3
1,free,30.0,1,0,1,1,False,2,3
0,free,350.0,1,0,1,1,False,3,3
1,free,75.0,1,0,1,1,False,3,0
1,bronze,100.0,1,0,1,1,False,2,2
0,bronze,1590.0,1,0,10,10,False,3,1
1,bronze,750.0,1,0,1,1,False,2,0
1,free,2250.0,1,3,1,1,False,0,2
0,bronze,950.0,1,3,1,1,False,3,1
1,free,480.0,1,0,1,1,False,3,1
0,silver,199.99,1,0,2,2,False,2,3
1,free,90.0,1,0,1,1,False,2,2
1,bronze,170.0,1,0,1,1,False,2,2
0,bronze,299.0,1,0,1,1,False,2,0
1,free,4200.0,1,0,1,1,False,3,2
0,bronze,599.0,1,0,97,97,False,2,2
1,free,125.0,1,0,1,1,False,3,1
0,bronze,500.0,1,0,1,1,False,3,1
0,gold,350.0,1,0,9,8,False,2,3
0,gold_special,1424.0,1,0,5,5,False,2,3
1,free,80.0,1,0,1,1,False,2,3
0,gold_special,50.0,1,0,7,7,False,2,2
0,bronze,100.0,1,0,1,1,False,2,0
0,bronze,3759.0,1,0,1,1,False,3,0
1,bronze,125.0,1,0,1,1,False,2,0
1,bronze,90.0,1,0,1,1,False,3,1
1,bronze,200.0,1,0,1,1,False,2,0
1,bronze,220.0,1,0,1,1,False,2,0
0,gold_special,790.0,1,0,21,21,True,2,1
1,bronze,6500.0,1,0,1,1,False,3,1
0,bronze,198.0,1,0,3,3,False,2,2
0,bronze,179.99,1,0,1,1,False,0,3
0,bronze,6555.12,1,0,10,10,False,2,3
1,bronze,45.0,1,0,1,1,False,2,3
0,bronze,525.98,1,3,1,1,False,3,0
1,free,70.0,1,0,1,1,False,3,1
0,bronze,140.0,1,0,1,1,False,3,3
1,free,250.0,1,0,1,1,False,3,4
1,free,102.0,1,0,1,1,False,2,2
0,bronze,180.0,1,0,5,5,False,2,2
0,free,890.0,1,0,1,1,False,2,0
1,bronze,75.0,1,0,1,1,False,2,0
1,free,380.0,1,0,1,1,False,3,0
1,bronze,278.43,1,0,1,1,False,3,0
0,gold,479.0,1,0,2,2,False,2,3
1,bronze,270.0,1,0,1,1,False,0,2
1,bronze,280.0,1,0,1,1,False,3,1
0,silver,969.0,1,0,2,1,False,2,0
1,bronze,224.0,1,0,1,1,False,2,3
1,silver,912600.0,2,3,1,1,False,3,0
0,gold_special,5000.0,1,3,500,500,False,2,0
0,bronze,960.0,1,0,1,1,False,0,2
0,bronze,168.54,1,0,3,3,False,2,3
0,bronze,899.0,1,0,12,12,False,2,3
0,silver,59.99,1,0,17,17,False,3,1
0,bronze,8900.0,1,0,4,4,False,3,0
0,gold_special,1633.73,1,0,10,10,False,2,0
0,gold,555.0,1,0,2,2,False,2,0
1,free,78.0,1,0,1,1,False,2,1
1,free,4000.0,1,0,1,1,False,3,0
0,bronze,64.08,1,0,6,6,False,3,0
0,bronze,149.98,1,0,1,1,False,3,3
1,bronze,40.0,1,0,1,1,False,2,2
1,bronze,4800.0,1,0,1,1,False,3,0
1,free,370.0,1,0,1,1,False,2,3
1,bronze,35.0,1,0,1,1,False,2,3
0,silver,119.99,1,0,8,3,False,2,2
0,bronze,1279.0,1,0,2,2,False,2,3
0,bronze,230.0,1,0,1,1,False,2,2
1,free,299.99,1,0,1,1,False,3,1
0,bronze,169.99,1,0,5,5,False,3,2
1,free,1337.0,1,0,1,1,False,2,0
1,bronze,120.0,1,0,1,1,False,2,2
0,gold_special,289.0,1,0,20,19,False,2,3
0,bronze,1319.99,1,0,6,6,False,3,2
1,bronze,120.0,1,0,1,1,False,3,2
1,bronze,140.0,1,0,1,1,False,3,1
1,free,3200.0,1,0,1,1,False,3,0
0,gold_special,274.0,1,0,1,1,False,2,2
1,bronze,100.0,1,0,1,1,False,2,1
0,bronze,60.0,1,0,2,2,False,2,1
0,bronze,144.0,1,0,3,3,False,2,3
0,bronze,109.0,1,0,1,1,False,2,2
0,bronze,322.0,1,0,1,1,False,2,3
1,bronze,279.51,1,0,1,1,False,2,4
1,free,2300.0,1,0,1,1,False,3,0
0,bronze,1950.0,1,0,1,1,False,2,3
0,free,3500.0,1,0,1,1,False,2,0
1,bronze,400.0,1,0,1,1,False,2,0
0,silver,90000.0,2,0,1,1,False,3,0
0,free,3500.0,1,0,1,1,False,3,2
0,free,6000.0,1,0,1,1,False,3,1
0,bronze,380.0,1,0,2,2,False,2,2
1,free,200.0,1,0,1,1,False,3,2
0,bronze,3248.96,1,0,99,99,False,2,3
0,silver,2190.0,1,0,2,2,False,3,4
0,bronze,30.0,1,0,1,1,False,2,3
0,silver,819.99,1,0,1,1,False,3,1
1,bronze,50.0,1,0,1,1,False,2,1
0,gold_special,1650.0,1,0,9999,9999,False,2,2
0,bronze,81.0,1,0,10,10,False,0,0
1,free,1100.0,1,0,1,1,False,3,0
1,free,30.0,1,0,1,1,False,3,0
0,gold_special,950.0,1,3,2,2,False,2,0
0,free,40.0,1,0,1,1,False,3,0
1,free,70.0,1,0,1,1,False,2,1
0,bronze,250.0,1,0,1,1,False,3,0
0,bronze,1880.0,1,0,2,2,False,2,3
0,bronze,50.0,1,0,3,3,False,3,3
0,bronze,999.0,1,0,1,1,False,2,1
1,bronze,99.0,1,0,1,1,False,3,2
1,bronze,65.0,1,0,1,1,False,3,1
1,bronze,79.99,1,0,1,1,False,2,2
0,gold,129.99,1,0,17,6,False,2,3
1,bronze,50.0,1,0,1,1,False,2,0
1,free,616.9,1,0,1,1,False,2,3
1,free,138.0,1,0,1,1,False,2,3
1,silver,270000.0,2,0,1,1,False,3,0
1,free,25.0,1,0,1,1,False,3,1
1,free,150.0,1,0,1,1,False,3,0
0,bronze,250.0,1,0,18,18,False,2,0
1,free,120.0,1,0,1,1,False,2,0
1,free,18500.0,1,0,1,1,False,2,0
0,silver,95.0,1,3,8,4,False,3,0
0,bronze,177.0,1,0,1,1,False,0,2
1,free,250.0,1,0,1,1,False,3,0
1,free,1100.0,1,0,1,1,False,3,0
0,bronze,879.0,1,0,1,1,False,3,3
0,bronze,545.0,1,0,1,1,False,2,2
1,free,199.0,1,0,1,1,False,2,0
1,free,8500.0,1,0,1,1,False,3,0
0,bronze,2479.99,1,0,50,50,True,2,3
1,silver,4900.0,1,0,1,1,False,2,0
0,bronze,50.0,1,0,100,100,False,3,0
1,silver,1800.0,1,0,1,1,False,2,2
1,bronze,35.0,1,0,1,1,False,3,2
1,bronze,40.0,1,0,1,1,False,2,3
1,bronze,60.0,1,0,1,1,False,2,3
0,bronze,350.0,1,0,1,1,False,2,1
0,bronze,750.0,1,0,2,2,False,3,2
1,bronze,200.0,1,0,5,5,False,3,0
0,bronze,255.28,1,0,123,123,False,2,2
0,bronze,1000.0,1,0,3,3,False,0,0
1,free,500.0,1,0,1,1,False,3,0
1,bronze,200.0,1,0,1,1,False,2,0
1,bronze,20.0,1,0,1,1,False,3,0
0,bronze,180.0,1,0,4,4,False,0,2
1,bronze,240.0,1,0,1,1,False,2,3
0,bronze,200.0,1,0,10,10,False,2,0
1,free,300.0,1,0,1,1,False,2,2
0,silver,250.0,1,0,10,10,False,2,2
0,bronze,2600.0,1,0,1,1,False,3,3
0,bronze,4050.0,1,0,1,1,False,3,2
1,bronze,300.0,1,0,1,1,False,3,3
0,gold_special,1319.0,1,0,5,5,False,2,2
1,free,800.0,1,0,1,1,False,3,3
1,free,14.99,1,0,7,7,False,3,3
1,bronze,50.0,1,0,1,1,False,3,3
0,bronze,983.78,1,0,10,10,False,2,3
0,bronze,411.0,1,0,1,1,False,2,0
1,bronze,40.6,1,0,1,1,False,2,3
1,bronze,38.5,1,0,1,1,False,2,12
1,free,18000.0,2,0,1,1,False,3,0
1,free,1250.0,1,0,1,1,True,2,0
0,bronze,400.0,1,0,1,1,False,3,2
0,bronze,115.0,1,0,1,1,False,3,1
0,silver,230.0,1,0,4,4,False,2,2
0,free,540.0,1,0,1,1,False,3,2
0,bronze,270.0,1,0,3,3,False,2,2
0,bronze,200.0,1,0,1,1,False,2,1
1,bronze,170.0,1,0,1,1,False,2,1
1,bronze,76.38,1,0,1,1,False,2,4
0,bronze,170.0,1,0,4,4,False,2,4
0,gold_special,335.94,1,0,198,198,True,2,3
1,bronze,60.0,1,0,1,1,False,2,1
0,bronze,650.0,1,0,60,60,False,2,0
1,free,50.0,1,0,1,1,False,3,1
1,bronze,69.0,1,0,17,17,False,2,2
1,bronze,144.0,1,0,1,1,False,3,0
0,silver,699.0,1,0,1,1,False,2,3
1,bronze,200.0,1,0,1,1,False,3,0
1,free,400.0,1,0,1,1,False,3,0
1,bronze,30.0,1,0,1,1,False,2,2
0,bronze,224.0,1,0,3,3,False,2,9
1,free,40.0,1,0,1,1,False,2,1
1,free,699.0,1,0,1,1,False,2,3
1,bronze,900.0,1,0,1,1,False,2,3
1,free,90.0,1,0,1,1,False,3,0
1,bronze,1200.0,1,0,1,1,False,3,1
1,bronze,180.0,1,0,1,1,False,3,4
1,silver,92000.0,2,0,1,1,False,3,0
0,bronze,150.0,1,0,1,1,False,2,0
0,bronze,420.0,1,0,2,2,False,2,3
1,bronze,80.0,1,0,1,1,False,3,1
0,bronze,164.0,1,0,3,3,False,2,1
1,bronze,250.0,1,0,1,1,False,3,4
0,bronze,49000.0,1,0,1,1,False,3,2
0,bronze,304.0,1,0,1,1,False,2,3
0,bronze,520.0,1,0,15,15,False,3,3
0,bronze,421.59,1,0,99,99,False,3,4
0,bronze,240.0,0,0,1,1,False,0,2
1,free,80.0,1,0,1,1,False,2,2
0,bronze,590.0,1,0,1,1,False,3,2
0,bronze,20.0,1,0,8,8,False,2,0
1,free,40.0,1,0,1,1,False,3,3
0,gold,1290.0,1,0,4,1,False,3,2
1,bronze,80.0,1,0,9,9,False,3,3
0,bronze,73.7,1,0,37,37,False,3,3
0,bronze,160.0,1,0,1,1,False,3,0
0,bronze,350.0,1,0,1,1,False,3,1
1,free,60.0,1,0,1,1,False,3,1
0,silver,1450.0,1,0,1,1,True,2,3
0,silver,1500.0,1,0,1,1,False,2,2
0,bronze,597.44,1,0,20,20,False,3,1
0,silver,1235.0,1,0,1,1,False,3,2
1,bronze,160.0,1,0,1,1,False,2,1
1,bronze,69.0,1,0,1,1,False,2,2
1,bronze,60.0,1,0,1,1,False,2,0
0,silver,619.5,1,0,5,3,False,3,1
1,free,600.0,1,0,1,1,False,3,0
1,bronze,120.0,1,0,3,3,False,3,3
1,silver,300.0,1,0,1,1,False,3,1
0,gold_premium,2050.0,1,0,10,2,False,3,0
1,free,1500.0,1,0,1,1,False,2,1
0,bronze,56200.0,1,0,10,10,False,3,3
0,bronze,74.16,1,0,123,123,False,2,2
0,bronze,75.0,1,0,1,1,False,3,2
1,bronze,29.0,1,0,1,1,False,2,3
1,bronze,115.0,1,0,1,1,False,3,0
1,bronze,85.0,1,0,1,1,False,2,2
0,bronze,2996.0,1,0,8,8,False,3,3
0,bronze,646.39,1,0,3,3,False,2,3
0,bronze,300.0,1,0,2,2,False,3,2
0,bronze,45.0,1,0,5,5,False,3,2
1,bronze,350.0,1,0,1,1,False,3,0
0,silver,99.99,1,0,6,5,False,2,1
1,free,65.0,1,0,1,1,False,2,0
1,free,350.0,1,0,1,1,False,2,0
0,bronze,129.99,1,0,1,1,False,2,2
0,silver,150.0,1,0,98,98,False,2,3
0,bronze,49.0,1,0,1,1,False,3,0
1,bronze,60.0,1,0,1,1,False,3,1
0,gold,379.0,1,3,5,1,False,2,4
0,silver,41844.0,2,0,1,1,False,3,0
0,bronze,900.0,1,0,1,1,False,3,0
0,bronze,19.99,1,0,10,10,False,3,3
1,bronze,50.0,1,0,1,1,False,2,1
0,bronze,1950.0,1,0,1,1,False,3,3
1,bronze,480.0,1,0,1,1,False,3,0
0,bronze,269.0,1,0,3,3,False,2,2
0,bronze,21.0,1,0,1,1,False,3,0
0,bronze,2349.99,1,0,3,3,False,2,0
1,bronze,150.0,1,0,1,1,False,2,0
1,bronze,130.0,1,0,1,1,False,2,4
1,bronze,90.0,1,0,1,1,False,3,1
0,bronze,500.0,1,0,50,50,False,2,3
1,free,38.0,1,0,1,1,False,2,1
1,bronze,80.0,1,0,1,1,False,2,4
1,bronze,1850.0,1,0,1,1,False,2,0
0,bronze,3861.14,1,0,10,10,True,2,3
1,bronze,200.0,1,0,1,1,False,2,0
0,bronze,1350.0,1,0,1,1,False,3,0
1,free,70.0,1,0,1,1,False,3,2
1,free,300.0,1,0,1,1,False,2,3
0,gold_special,199.0,1,0,6,6,False,2,0
0,bronze,5100.0,1,0,10,10,False,3,3
0,bronze,55920.15,1,0,1,1,False,3,3
0,bronze,250.0,1,0,6,6,False,3,1
0,bronze,99.0,1,0,1,1,False,2,3
1,bronze,100.0,1,0,1,1,False,2,0
1,free,200.0,1,0,1,1,False,2,2
0,bronze,11680.0,1,0,1,1,False,3,3
1,bronze,35.0,1,0,1,1,False,3,1
0,bronze,844.71,1,0,20,20,False,3,2
1,free,240.0,1,0,1,1,False,2,3
1,free,8500.0,1,0,1,1,False,3,1
0,bronze,100.0,1,0,1,1,False,3,0
0,silver,1000.0,1,0,1,1,False,2,0
0,bronze,12.0,1,0,1,1,False,3,0
0,bronze,79.99,1,3,1,1,False,3,1
0,bronze,649.0,1,0,12,12,False,2,3
0,bronze,290.0,1,0,5,5,False,3,4
1,free,3000.0,1,0,1,1,False,3,1
1,bronze,100.0,1,0,1,1,False,2,0
1,bronze,88.0,1,0,1,1,False,3,0
1,bronze,750.0,1,0,1,1,False,3,1
0,free,100.0,1,0,1,1,False,3,2
1,silver,55000.0,2,0,1,1,False,3,0
0,bronze,1981.0,1,0,10,10,False,2,3
1,free,550.0,1,0,1,1,False,3,0
0,silver,590.0,1,0,1,1,False,2,0
0,silver,169.99,1,0,3,3,False,2,3
1,gold_premium,60000.0,2,0,1,1,False,3,0
0,bronze,4400.0,1,0,1,1,False,3,0
1,free,900.0,1,0,1,1,False,3,1
1,bronze,549.0,1,0,1,1,False,2,2
1,silver,34000.0,2,0,1,1,False,3,0
0,bronze,60.0,1,0,3,3,False,3,3
1,bronze,49.0,1,0,1,1,False,3,0
0,bronze,657.0,1,0,20,20,False,2,3
1,bronze,250.0,1,0,1,1,False,3,0
0,bronze,345.45,1,0,10,10,False,3,0
0,bronze,160.0,1,0,1,1,False,2,0
1,free,1600.0,1,0,1,1,False,3,0
1,free,500.0,1,0,1,1,False,3,0
1,bronze,60.0,1,0,1,1,False,2,2
0,bronze,537.99,1,0,20,20,False,2,2
1,bronze,599.0,1,0,1,1,False,2,1
0,gold_special,295.0,1,0,20,20,False,2,3
1,free,200.0,1,0,1,1,False,2,2
1,bronze,290.16,1,0,1,1,False,2,4
0,bronze,100.0,1,0,1,1,False,0,2
1,bronze,2600.0,1,0,1,1,False,2,1
1,bronze,49.0,1,0,1,1,False,3,4
0,bronze,694.0,1,0,1,1,False,3,0
0,bronze,1290.0,1,0,3,3,False,2,3
1,bronze,30.0,1,0,1,1,False,2,3
0,bronze,2430.0,1,0,1,1,False,3,0
1,free,250.0,1,0,1,1,False,2,1
0,silver,850.0,1,0,1,1,False,2,3
0,bronze,135.0,1,0,1,1,False,2,0
0,bronze,2300.0,1,0,10,10,False,3,3
0,bronze,400.0,1,0,9,9,False,3,1
1,free,350.0,1,0,1,1,False,2,2
1,free,2100.0,1,0,1,1,False,3,1
0,bronze,25.0,1,0,1,1,False,3,4
0,bronze,350.0,1,0,1,1,False,2,2
0,bronze,610.0,1,0,1,1,False,3,1
0,bronze,240.0,1,0,1,1,False,2,3
0,silver,129.99,1,0,4,4,False,3,1
0,bronze,230.0,1,0,2,2,False,2,0
0,bronze,1798.5,0,0,1,1,False,0,3
1,free,950.0,1,0,1,1,False,3,0
0,bronze,18000.0,1,0,1,1,False,3,1
1,free,500.0,1,0,1,1,False,3,0
0,free,11500.0,1,0,1,1,False,3,3
0,bronze,108.0,1,0,1,1,False,3,0
0,bronze,490.0,1,0,1,1,False,2,3
0,bronze,50.0,1,0,4,4,False,3,2
0,bronze,1300.0,1,0,1,1,False,2,0
1,bronze,50.0,1,0,1,1,False,0,3
1,free,55.0,1,0,1,1,False,2,2
0,silver,599.99,1,3,3,3,False,3,3
1,free,150.0,1,0,1,1,False,2,0
1,bronze,65.0,1,3,1,1,False,3,2
0,bronze,12.0,1,0,100,100,False,3,0
1,free,700.0,0,0,1,1,False,3,0
1,bronze,80.0,1,0,1,1,False,2,0
0,bronze,5400.79,1,0,10,10,True,2,3
0,bronze,420.0,1,0,1,1,False,2,2
1,free,3900.0,1,0,1,1,False,2,1
0,bronze,300.0,1,0,1,1,False,3,3
1,free,380.0,1,0,1,1,False,2,2
0,bronze,600.0,1,0,1,1,False,3,2
0,bronze,1430.0,1,0,1,1,False,3,2
1,bronze,250.0,1,0,1,1,False,2,2
0,bronze,449.0,1,0,1,1,False,2,0
0,free,1250.0,1,0,1,1,False,3,0
0,free,850.0,1,0,1,1,False,2,3
1,bronze,3299.99,1,0,1,1,False,3,3
0,bronze,110.0,1,0,1,1,False,2,0
0,free,1300.0,1,0,1,1,False,3,1
1,bronze,47.0,1,0,1,1,False,3,2
0,bronze,100.0,1,0,1,1,False,2,0
1,bronze,224.0,1,0,1,1,False,2,0
0,bronze,230.89,1,0,3,3,False,2,0
0,gold_special,3347.99,1,0,10,10,False,3,0
0,bronze,1255.0,1,0,1,1,False,3,0
0,bronze,80.0,1,0,1,1,False,2,0
1,free,100.0,1,0,1,1,False,3,2
1,free,450.0,1,0,1,1,False,2,2
0,bronze,960.0,1,0,1,1,False,2,3
0,bronze,330.0,1,0,1,1,False,2,2
1,bronze,45.0,1,0,1,1,False,2,3
1,bronze,200.0,1,0,1,1,False,2,3
0,gold_special,515.0,1,0,33,33,False,2,3
1,bronze,60.0,1,0,1,1,False,2,2
0,bronze,190.0,1,0,1,1,False,2,3
0,bronze,130.0,1,0,20,20,False,2,1
0,bronze,120.0,1,0,97,97,False,2,0
1,bronze,990.0,1,0,1,1,False,3,3
1,free,25.0,1,0,1,1,False,2,1
1,bronze,50.0,1,0,1,1,False,2,2
1,free,3500.0,1,0,1,1,False,3,0
0,bronze,799.99,1,0,100,100,False,2,3
1,free,400.0,1,0,1,1,False,3,1
1,free,110.0,1,0,1,1,False,2,3
0,bronze,50.0,1,0,1,1,False,2,2
0,silver,899.99,1,0,6,6,False,2,0
1,bronze,55.0,1,0,1,1,False,2,3
1,bronze,125.0,1,0,1,1,False,3,3
1,bronze,50.0,1,0,1,1,False,3,3
0,bronze,138.0,1,0,3,3,False,2,1
0,gold,589.0,1,0,1,1,False,3,0
1,bronze,260.0,1,0,1,1,False,3,2
0,gold,940.0,1,0,6,6,False,2,3
0,bronze,210.0,1,0,50,50,False,2,3
1,free,150.0,1,0,1,1,False,2,0
0,silver,1000.0,1,0,1,1,False,3,2
1,free,250.0,1,0,1,1,False,2,2
0,bronze,369.0,1,0,1,1,False,3,0
1,bronze,89.0,1,0,1,1,False,0,2
1,bronze,200.0,1,0,1,1,False,3,1
0,bronze,150.0,1,0,5,5,False,2,0
0,bronze,4400.0,1,0,1,1,False,0,3
1,free,150.0,1,0,1,1,False,3,1
1,free,100.0,1,0,1,1,False,2,0
1,bronze,50.0,1,0,1,1,False,3,1
0,bronze,399.0,1,0,1,1,False,3,3
0,bronze,85.0,1,0,4,2,False,3,3
1,bronze,90.0,1,0,1,1,False,3,2
0,bronze,160.0,1,0,2,2,False,3,0
1,free,300.0,1,0,2,2,False,3,1
1,free,100.0,1,0,1,1,False,2,0
0,bronze,463.0,1,0,6,6,False,2,3
1,free,160.0,1,0,1,1,False,3,1
0,bronze,395.0,1,0,998,998,False,0,3
1,free,300.0,1,0,1,1,False,2,1
0,bronze,200.0,1,0,1,1,False,3,0
1,free,50.0,1,0,1,1,False,2,0
0,bronze,269.0,1,0,100,100,False,3,0
1,free,350.0,1,0,1,1,False,3,0
1,bronze,599.0,1,0,1,1,False,3,0
0,bronze,4590.0,1,3,1,1,False,3,2
1,bronze,60.0,1,0,1,1,False,2,0
0,bronze,255.0,1,0,12,12,False,0,3
1,free,3200.0,1,3,1,1,False,3,0
0,silver,760.0,1,0,2,2,False,0,3
0,bronze,582.0,1,0,1,1,False,0,3
0,bronze,4799.99,1,0,41,32,False,3,3
0,silver,395.0,1,0,6,4,False,2,3
1,bronze,250.0,1,0,1,1,False,3,0
1,free,11500.0,1,0,1,1,False,3,1
1,bronze,30.0,1,0,1,1,False,2,0
0,bronze,69.99,1,0,2,2,False,2,2
1,bronze,120.0,1,0,1,1,False,3,1
1,bronze,60.0,1,0,1,1,False,2,2
0,bronze,1100.0,1,0,1,1,False,2,1
0,gold,170.0,1,0,13,12,False,2,3
0,bronze,145.0,1,0,12,12,False,3,0
1,bronze,300.0,1,0,1,1,False,2,5
1,bronze,690.0,1,0,1,1,False,2,1
1,free,97020.0,1,0,1,1,False,3,2
1,free,2680.0,1,0,1,1,False,0,3
1,bronze,290.0,1,0,1,1,False,3,3
1,free,550.0,1,0,1,1,False,3,1
1,bronze,60.0,1,0,1,1,False,2,3
0,bronze,30.0,1,3,500,500,False,2,0
1,bronze,935.0,1,0,1,1,False,2,4
0,bronze,529.0,1,0,6,6,False,2,0
0,gold_special,1366.0,1,3,2,2,False,2,0
1,bronze,420.0,1,0,1,1,False,3,1
1,bronze,170.0,1,0,1,1,False,2,3
1,bronze,45.0,1,0,1,1,False,2,3
1,bronze,70.0,1,0,1,1,False,2,0
0,bronze,18790.0,1,0,4,2,False,3,3
0,bronze,550.0,1,0,2,2,False,2,2
0,silver,290800.0,2,0,1,1,False,3,0
0,bronze,60.0,1,0,1,1,False,3,0
1,free,250.0,1,0,1,1,False,3,0
0,bronze,450.0,1,0,10,10,False,2,3
1,bronze,400.0,1,0,1,1,False,2,2
1,free,55.0,1,0,1,1,False,3,0
0,bronze,137.84,1,0,10,10,False,2,3
0,bronze,76.0,1,0,1,1,False,3,2
1,free,799.0,1,0,1,1,False,2,0
1,bronze,180.0,1,0,1,1,False,2,3
1,free,300.0,0,0,1,1,False,3,1
1,free,50.0,1,0,1,1,False,2,0
0,bronze,180.0,1,0,6,6,False,3,0
1,free,550.0,1,0,1,1,False,3,2
1,free,600.0,1,0,1,1,False,3,3
0,bronze,1415.0,1,0,1,1,False,2,1
0,bronze,393.75,1,0,1,1,True,2,1
0,silver,800.0,1,0,1,1,False,0,4
1,bronze,90.0,1,0,1,1,False,2,1
1,bronze,200.0,1,0,1,1,False,2,0
0,bronze,1499.99,1,0,1,1,False,0,3
0,bronze,340.0,1,0,20,20,False,3,0
0,bronze,209.0,1,0,1,1,False,3,0
1,bronze,20.0,1,0,1,1,False,0,3
0,gold_special,1448.9,1,0,25,25,False,3,3
0,bronze,90.0,1,0,1,1,False,2,1
1,bronze,40.0,1,0,1,1,False,2,0
0,bronze,190.0,1,0,1,1,False,3,1
1,bronze,180.0,1,0,1,1,False,2,2
1,free,49.0,1,0,1,1,False,3,3
1,free,160.0,1,3,1,1,False,3,0
1,free,150.0,1,0,1,1,False,3,0
1,silver,970.0,1,0,1,1,False,3,0
0,silver,849.99,1,0,3,3,False,2,2
1,silver,450.0,1,0,2,2,False,2,0
1,free,50.0,1,0,1,1,False,2,1
0,silver,440.0,1,0,1,1,False,2,2
1,bronze,79.0,1,0,1,1,False,3,0
0,free,140.0,1,0,1,1,False,3,2
1,free,99.0,1,0,1,1,False,3,0
1,bronze,45.0,1,0,1,1,False,2,0
1,free,3000.0,1,0,1,1,False,3,4
0,bronze,1800.0,1,0,10,10,False,3,1
1,bronze,21.0,1,0,1,1,False,0,3
0,silver,250.0,1,3,2,1,False,2,1
0,bronze,449.89,1,0,4,4,False,2,3
0,silver,240.0,1,0,1,1,False,3,2
0,bronze,24000.0,1,0,10,10,False,3,3
1,free,250.0,1,0,1,1,False,0,2
0,bronze,97.0,1,0,2,2,False,2,3
0,bronze,400.0,1,0,15,15,False,3,1
0,bronze,945.0,1,0,1,1,False,3,0
1,free,250.0,1,0,1,1,False,3,1
0,bronze,855.0,1,0,18,16,False,2,3
0,gold,110.0,1,0,15,15,False,3,2
1,bronze,19.0,1,0,1,1,False,0,3
0,bronze,2365.0,1,0,9,9,False,3,2
1,free,80.0,1,0,1,1,False,2,2
1,free,350.0,1,0,1,1,False,2,0
1,silver,200.0,1,0,1,1,False,2,1
1,bronze,50.0,1,0,1,1,False,3,2
0,bronze,15990.0,1,0,1,1,False,3,4
0,bronze,899.0,1,0,1,1,False,2,1
0,bronze,684.0,1,0,1,1,False,3,0
1,free,90.0,1,0,1,1,False,2,1
0,bronze,200.0,1,0,2,2,False,3,3
0,bronze,66.0,1,0,1,1,False,0,2
0,bronze,573.7,1,0,1,1,True,2,0
0,bronze,404.48,1,0,1,1,False,3,1
1,bronze,50.0,1,0,1,1,False,3,1
0,silver,1270.0,1,3,5,5,False,2,2
1,bronze,400.0,1,0,1,1,False,3,2
1,bronze,50.0,1,0,1,1,False,3,3
0,bronze,399.99,1,0,1,1,False,3,2
1,silver,450.0,1,0,1,1,False,2,2
1,free,330.0,1,0,1,1,False,2,0
1,bronze,650.0,1,0,1,1,False,3,1
1,free,4500.0,1,0,1,1,False,3,0
0,bronze,1800.0,1,0,1,1,False,3,1
0,bronze,200.0,1,0,1,1,False,2,2
1,silver,950.0,1,0,1,1,False,3,1
1,bronze,1200.0,1,0,1,1,False,3,1
0,silver,998.99,1,0,2,1,False,3,3
0,silver,190.0,1,0,21,21,False,2,3
0,bronze,207.0,1,0,1,1,False,2,2
1,bronze,120.0,1,0,1,1,False,2,1
1,free,130.0,1,0,1,1,False,2,1
1,free,250.0,1,0,1,1,False,3,1
0,gold,7099.0,1,3,3,2,True,2,3
0,gold_special,688.0,1,0,10,10,False,2,3
0,bronze,161.0,1,0,2,2,False,3,0
0,free,1790.0,1,0,1,1,False,2,2
1,free,190.0,1,0,1,1,False,3,3
1,bronze,25.0,1,0,1,1,False,2,0
0,silver,600.0,1,0,1,1,False,2,0
1,bronze,90.0,1,0,1,1,False,3,4
1,bronze,299.0,1,0,1,1,False,3,0
1,free,180.0,1,0,1,1,False,2,2
0,bronze,40.0,1,0,1,1,False,2,2
0,bronze,90.0,1,0,1,1,False,2,0
0,bronze,160.0,1,0,7,7,False,3,2
0,bronze,7.67,1,0,1,1,False,2,3
0,bronze,28.0,1,0,100,100,False,3,2
0,bronze,1890.0,1,0,1,1,False,2,1
0,bronze,230.0,1,0,4,4,False,2,1
0,bronze,2800.0,1,0,5,4,False,2,3
1,free,130.0,1,0,1,1,False,2,3
0,bronze,489.0,1,0,1,1,False,2,0
1,free,130.0,1,0,1,1,False,3,2
0,bronze,780.0,1,0,1,1,False,3,0
1,silver,145000.0,2,0,1,1,False,3,0
1,bronze,60.0,1,0,1,1,False,3,3
0,bronze,30.0,1,0,999,999,False,3,0
0,bronze,152.0,1,0,2,2,False,2,2
0,bronze,150.0,1,0,1,1,False,3,0
1,silver,530.0,1,0,1,1,False,2,2
